공고명 (title),주관기관 (agency),기관구분 (agencyType),공고유형 (category),접수시작 KST (applyStartAt),접수마감 KST (applyEndAt),접수중 (isActive),지원대상 (applicantTypes),대상지역 (targetRegions),대상업종 (targetIndustries),업력하한 (minBusinessYears),업력상한 (maxBusinessYears),종업원수상한 (maxEmployees),연매출상한 (maxRevenue),지원금하한 (amountMin),지원금상한 (amountMax),요구인증 (requiredCertifications),대표자연령하한 (minAge),대표자연령상한 (maxAge),법인한정 (corporationOnly),반복여부 (recurrence),요약 (summary),지원자격 원문 (applyTargetDetail),제외대상 원문 (excludeTarget),공고원문 URL (sourceUrl),수집출처 (sourceApi),원본 공고번호 (externalId),적재일시 KST (createdAt),갱신일시 KST (updatedAt),내부 식별자 (id),원문 지역 (raw.rawRegion),원문 공고유형 (raw.rawCategory),원문 지원대상 (raw.rawApplyTarget),원문 업력 (raw.rawBusinessYears),원문 대상연령 (raw.targetAge),원문 담당부서 (raw.department),원문 연락처 (raw.contact),원문 우대사항 (raw.preferential),통합공고 여부 (raw.integratedNotice)
2026년 소상공인 투자연계 지원사업 립스 프로그램 참여 소상공인 모집 공고,소상공인시장진흥공단,공공기관(public),사업화자금(funding),2026-03-27 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),민간투자와 연계하여 생활기반(비기술)의 창의적 아이템을 보유한 소상공인을 기업가로 성장 및 도약을 지원하는「'26년 립스(LIPS)프로그램」사업 참여 소상공인을 다음과 같이 모집합니다.,소상공인,"업력 1년미만 및 업력 7년이상 소상공인 제외
*공고문 참고",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=176940,kstartup,176940,2026-08-20 18:25,2026-08-21 20:53,6850af13-238d-40dc-8a20-85a172fedab5,전국,사업화,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",기업가형소상공인육성팀,1357,,N
2026년도 찾아가는 노무서비스 지원(방문) 공고,대구노동권익센터,민간(private),교육·멘토링(education),2026-03-30 00:00,2026-12-31 23:59,Y,개인사업자(individual) | 법인(corporate),대구,,,10,,,,,,,,,단발(once),"대구노동권익센터는 시간적·인적 여건이 부족한 영세·소규모 사업장을 대상으로 노동법 위반을 예방하고, 현장 중심의 맞춤형 컨설팅을 지원하기 위해 찾아가는 노무서비스 지원 사업을 다음과 같이 공고합니다.",대구시 소재 50인 미만 사업장,유흥·향략·도박 등 사업목적 및 공공성에 부합하지 않는 일부 업종은 지원 대상에서 제외,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=176952,kstartup,176952,2026-08-20 18:25,2026-08-21 20:53,adf53451-cda3-4fe8-8af7-3c965034a79d,대구,멘토링ㆍ컨설팅ㆍ교육,일반기업,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",정책지원부,07088308149,,N
부산 관광ㆍ마이스 그로우업(Grow-up) 지원사업,(사)부산경영자총협회,민간(private),사업화자금(funding),2026-03-17 00:00,2026-12-31 23:59,Y,개인사업자(individual) | 법인(corporate),부산,,,10,,,,,,20,39,,단발(once),"부산 관광·마이스 산업 분야 지원사업을 다음과 같이 공고하오니, 참여를 희망하는 기업은 안내에 따라 신청하시기 바랍니다.",사업자등록증상 부산 소재 관광ㆍ마이스 유관 기업,모집 공고문 참조,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=176953,kstartup,176953,2026-08-20 18:25,2026-08-21 20:53,45d94001-7c7e-4d80-a76b-6ad3a6e36f6b,부산,사업화,일반기업,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",만 20세 이상 ~ 만 39세 이하,지역일자리팀,0513289381,,N
2026년 『창창 창업 멘토단 운영사업』 참여 창업가 모집(상시멘토링 모집)  공고,(재)창원산업진흥원,공공기관(public),교육·멘토링(education),2026-03-18 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),경남,,,7,,,,,,,,,단발(once),"혁신적인 기술창업 아이디어를 보유한 (예비)창업가를 대상으로 창업 전문 분야별 실시간 멘토-멘티 매칭을 통해 애로사항을 신속히 해결하고자 「2026년 창창 창업 멘토단 운영사업」 참여 창업가를 다음과 같이 모집 공고하오니, (예비)창업자 또는 창업기업의 많은 참여 바랍니다.",창원 관내 예비 또는 7년 이내 일반·기술 창업자,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=176978,kstartup,176978,2026-08-20 18:25,2026-08-21 20:53,2a386594-e709-40a5-a31b-b7e5c5fed728,경남,멘토링ㆍ컨설팅ㆍ교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업인재양성팀,0557167743,,N
2026년 노동아카데미(무료교육) 모집,대구노동권익센터,민간(private),교육·멘토링(education),2026-04-03 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),대구,,,10,,,,,,,,,단발(once),노동자 권익 증진 및 역량강화를 위한 노동아카데미(무료교육) 신청 기업을 모집하오니 많은 관심과 신청 바랍니다.,"1. 대구시 단일 사업장 소속 노동자 및 사업주(4인 이상)
2. 대구시 여러 사업장 노동자, 예비노동자,  대구시민 등(10인 이상)",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177060,kstartup,177060,2026-08-20 18:25,2026-08-21 20:53,a199439a-5344-4d8e-a5bb-8c85f692be09,대구,멘토링ㆍ컨설팅ㆍ교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",노동권익부,0534756816,,N
2026년 보건의료빅데이터 창업 인큐베이팅 랩 모집 공고,건강보험심사평가원,공공기관(public),교육·멘토링(education),2026-04-06 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"건강보험심사평가원은 보건의료빅데이터를 기반으로 한 디지털헬스케어 산업 예비창업자 및 스타트업 등의 사업기반 확립 지원을 위한 교육 프로그램 및 1:1 분야별 전문가 컨설팅을 무료로 제공하고 있습니다. 이에 올해에도 예비창업자, 스타트업 및 대학(원)생 등을 모집하오니 많은 관심과 참여 부탁드립니다.","예비창업자, 기창업자, 대학(원)생, 스타트업",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177072,kstartup,177072,2026-08-20 18:25,2026-08-21 20:53,3aefbb3a-b368-4082-b13d-1432272a7660,전국,멘토링ㆍ컨설팅ㆍ교육,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",빅데이터전략부,0337391061,,N
충주 바이오헬스산업 협의체  회원 모집 공고,(재)충북과학기술혁신원장,공공기관(public),경진대회·행사(contest),2026-04-17 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),충주 바이오헬스산업의 지속적 발전과 협력 기반 강화를 위해 산·학·연·관 전문가가 참여하는 협의체를 구성하고자 회원을 다음과 같이 모집하오니 많은 관심과 참여 바랍니다.,"기업, 기관, 대학 등 충주 바이오헬스산업 유관기관 관계자
※ 협의체 운영에 기여 가능한 관외 유관기관 관계자 포함",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177275,kstartup,177275,2026-08-20 18:25,2026-08-21 20:53,7396ab5b-6508-4fc2-adf5-9cbf4d365d47,전국,행사ㆍ네트워크,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",북부권혁신지원센터 ,0438522908,,N
2026년 스타트업  원스톱 지원센터 참여기업 모집공고,중소벤처기업부장관,공공기관(public),교육·멘토링(education),2026-04-22 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),예비창업자 및 창업기업의 애로해소 지원을 위한 「2026년 스타트업 원스톱 지원센터 」지원 계획을 다음과 같이 공고합니다.,기술창업기반 예비창업자 및 창업기업,공고문 참고,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177328,kstartup,177328,2026-08-20 18:25,2026-08-21 20:53,c9d46832-951b-4387-a208-c4216cd8cfeb,전국,멘토링ㆍ컨설팅ㆍ교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업진흥원 원스톱지원실,0444101744,,N
2026년 중동상황 대응 물류지원금 지원사업 모집 공고,서울경제진흥원,공공기관(public),수출·해외진출(export),2026-04-21 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),서울,,,10,,,,,,,,,단발(once),중동 상황으로 인한 물류비 상승 등으로 어려움을 겪고 있는 서울 소재 중소기업의 수출 부담 완화 및 수출 경쟁력 유지를 위하여 「2026년 중동사태 대응 물류지원금 지원사업」을 다음과같이 공고하오니 참여를 희망하는 기업은 관련 규정 및 절차에 따라 신청하여 주시기 바랍니다.,서울 소재 중소기업 중 중동 수출 피해 기업,"2026년 동일·유사 사업(SBA, 정부부처, 지자체 등)에 선정된 기업 중 동일 물류비 건으로 중복 신청한 기업은 제외",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177350,kstartup,177350,2026-08-20 18:25,2026-08-21 20:53,a02b77aa-8ab9-463e-9cef-f4964ca5086c,서울,판로ㆍ해외진출,일반기업,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",글로벌마케팅팀,0226575725,,N
남서울대학교 창업보육센터 입주기업 모집(천안소재),남서울대학교 창업보육센터,공공기관(public),입주공간(space),2026-04-27 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),충남,,,7,,,,,,,,,단발(once),"남서울대학교 창업보육센터 입주기업을 다음과 같이 모집하오니, 입주를 희망하는 기업은 안내에 따라 신청하여 주시기 바랍니다.","예비창업자 및 창업 7년미만 기업 (단, 업력 3년 초과 ~ 7년 이내의 경우 유선 문의 필요)","• 중소기업창업 지원법 시행령 제4조에 해당하는 경우
• 소음, 진동, 폐수 등 공해 유발업종이나 제한 업종
• 건축법 시행령 제3조의5 [별표1]의 제1종 근린생활시설이 아니므로 의료기기법 제17조 및 식품위생법 제37조에   따른 의료기기 판매업신고 및 식품 영업허가 불가
• 도소매, 금융 및 보험업, 부동산업, 교육 서비스업, 사회 서비스업 등 보육센터 입주 불가 업종",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177357,kstartup,177357,2026-08-20 18:25,2026-08-21 20:53,d347eee0-4acd-4ed4-af9c-dd9d51b4f0c0,충남,시설ㆍ공간ㆍ보육,"대학생,일반인,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업보육센터,04158024212,,Y
2026년 스타트업-중견/대기업 비즈니스 매칭 및 홍보 지원 공고,룩픽,민간(private),수출·해외진출(export),2026-07-19 00:00,2026-12-31 23:59,Y,개인사업자(individual) | 법인(corporate),,,,10,,,,,,20,,,단발(once),기창업자에게 다음과 같이 공고하오니 참여를 희망하는 창업팀은 안내 따라 신청하기 바랍니다.,"초기창업자, 재창업자, 창업자",없음,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177432,kstartup,177432,2026-08-20 18:25,2026-08-21 20:53,da69966b-1630-4822-b3fb-8b29e0cecfdb,전국,판로ㆍ해외진출,"연구기관,일반기업,1인 창조기업","1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",경영기획팀,0315181197,,N
「한동대학교 제네시스랩」 스타트업 모집 공고,한동대학교 총장,공공기관(public),입주공간(space),2026-05-26 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,7,,,,,,,,,단발(once),"한동대학교 제네시스랩에서 아래와 같이 스타트업 입주기업을 모집하오니, 역량 있는 창업기업의 많은 관심과 지원 바랍니다.","1. 예비창업자: AI 기술 또는 활용 비즈니스 모델을 보유한 창업 전 팀/개인
2. 초기스타트업: 창업 3년 이내, 시제품 및 Poc 단계 기업
3. 성장스타트업: 창업 3~7년, 투자 유치 또는 매출 기반 성장 기업","1. 염색, 피혁, 도금, 도장, 주물, 주조, 악취, 소음, 분진, 재생, 혐오시설, 대기오염 다량 배출 등의 업종에 속한 경우
2. 대표자가 금융 신용도 불량자 또는 관련 법규나 사회 통념상 문제가 있는 경우
3. 회사가 휴·폐업 중에 있는 경우
4. 기타 본 센터의 운영 목적 및 취지에 부적합한 경우 등",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177837,kstartup,177837,2026-08-20 18:24,2026-08-21 20:53,aca2c7f1-0c4b-41e6-9d04-4b080f07ed37,전국,시설ㆍ공간ㆍ보육,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업교육팀,0542601289,,N
[LH한국토지주택공사]화성동탄2 인큐베이팅센터 업무시설 입점기업 임대공급 선착순 수의계약 공고,한국토지주택공사 경기남부지역본부,공공기관(public),입주공간(space),2026-04-21 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,7,,,,,,,,,단발(once),화성동탄2 첨단산업단지에 위치한  인큐베이팅센터 업무시설  입점기업을 모집하오니 많은 관심과 참여 부탁드립니다.,"금회 공급하는 업무시설은 입주자모집공고일 현재 아래 업종 및 기관에 한하여 공급합니다.

-창업기업 : 창업 후 사업개시일로부터 7년차 이하(모집공고일 기준)에 해당하는 중소기업 (중소기업기본법에 따른 중소기업)
-기업부설연구소 등  :「기초연구진흥 및 기술개발지원에 관한 법률」제 14조의2 제1항에 따라 사단법인 한국산업기술진흥협회의 인정을 받은 기업부설연구소 또는 연구개발전담부서(창업기업여부 무관)

※입점 대상 업종 : 동탄도시첨단산업단지 관리기본계획상 허용 업종(첨단산업, 지식문화산업), 표준산업분류코드 상의 중분류 공고문 참고",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177844,kstartup,177844,2026-08-20 18:24,2026-08-21 20:53,8b2422d8-8e55-44c8-b369-a6a98f4babaf,전국,시설ㆍ공간ㆍ보육,"일반인,대학,연구기관,일반기업,1인 창조기업",7년미만,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",임대공급운영1팀,0312508269,,N
[경기도 중장년 최초 창업 지원] 2026년 생애 최초 경영안정화 교육지원 사업,경기도시장상권진흥원,공공기관(public),교육·멘토링(education),2026-05-22 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),[경기도 중장년 최초 창업 지원] 경기도와 경기도시장상권진흥원에서는 실습중심 창업 교육·컨설팅·창업자금·이자비 지원 등을 지원하는「2026년 생애 최초 경영안정화 교육지원」 사업 모집공고를 아래와 같이 진행하오니 만40세 이상 중장년층 예비창업자의 많은 관심과 참여 바랍니다.,"◆ 공고일('26. 5. 22.) 기준 경기도 거주하며, 도내 창업을 희망하는 만 40세 이상 중장년인 자
◆ (예비창업자*) 국세청(세무서) 사업자등록 (법인·일반·간이 등) 등록 이력이 없는 자
※예외: ①무매출 사업자 ②임대사업자 ③공고일 기준 최초 사업개시일 이전 사업자 ④비영리단체 대표
※창업업종 : 음식업, 도소매업, 전자상거래업(포함), 서비스업, 제조업","○ 국세·지방세 체납 중 또는 금융기관으로부터 여신거래가 불가능하거나 채무 불이행 규제 중인 자
  ○ 도박, 유흥 등 불건전 업종 또는 금융, 부동산업 등 사업 취지에 맞지 않거나 「경기도 소상공인정책자금」 보증 제한 업종으로 창업하려는 자
  ○ 기타 허위 또는 부정한 방법으로 신청한 자",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177922,kstartup,177922,2026-08-20 18:24,2026-08-21 20:53,328a332f-3100-42a7-8624-910b435715b2,전국,창업교육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",소상공인팀,16008001,,N
화성동탄2 인큐베이팅센터 및 스마트주차장 상가 임대공급 선착순 수의계약 공고(일반형),한국토지주택공사,공공기관(public),입주공간(space),2026-06-05 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),경기,,,10,,,,,,20,,,단발(once),본 수의계약 공고는 LH청약플러스(http://apply.lh.or.kr)에 2024년 12월 5일 게시한 [화성동탄2 인큐베이팅센터 및 스마트주차장 상가 임대공급 공고(일반형)] 결과 잔여호실에 대한 수의계약 공고의 정정공고입니다.,"-건축물을 실제 사용하고자 하는 개인 또는 법인
-금회 공급되는 상가의 경우 「건축법」에 규정된 제1종 또는 제2종 근린생활시설에 해당하는 업종만 입점할 수 있음.
-업종 중 슈퍼,편의점은 인큐베이팅센터 1호에만 입점 가능하며 다른 호실에는 입점 불가","대한민국 국민이 아닌 자,「민법」상 미성년자, 피성년후견인 또는 피한정후견인은 신청불가하며 공동명의 또한 불허함
오염물 배출 및 소음발생 업종 등 입점부적합 업종은 입점할 수 없음",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177957,kstartup,177957,2026-08-20 18:24,2026-08-21 20:53,d6a18126-f2ba-4bcc-836a-ffc408b2d631,경기,시설ㆍ공간ㆍ보육,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",임대공급운영1팀,0312508269,,N
"화성동탄2 인큐베이팅센터 및 스마트주차장 상가 임대공급 선착순 수의계약 공고(정착,창업형)",한국토지주택공사,공공기관(public),입주공간(space),2026-06-05 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),경기,,,10,,,,,,20,,,단발(once),"본 수의계약 공고는 LH청약플러스(http://apply.lh.or.kr)에 2025년 12월 3일 게시한 [화성동탄2 인큐베이팅센터 및 스마트주차장 상가 임대공급 공고(정착,창업형)] 결과 잔여호실에 대한 수의계약 공고의 정정공고입니다.","-건축물을 실제 사용하고자 하는 개인 또는 법인
● 창업형[예비창업자, 초기창업자, 초기재창업자(임대조건의 50% )] : 「중소기업창업지원법」에 따라 중소기업을  (재)창업하는 자와 중소기업을 (재)창업한 날부터 7년이 지나지 아니한 자

● 정착형1 [소상공인(임대조건의 90%)]  : 「소상공인기본법」에 따른 소상공인

● 정착형2 [영세소상공인(임대조건의 80%)] : 「소상공인기본법」에 따른 소상공인으로 소득이 전년도 가구당 기준중위소득의 160%이하인 자
※영세소상공인 소득(도시근로자 가구당 기준중위소득 160% 이하) 자격충족여부는 '건강보험료 납부액'을 기준으로 '가구 규모별 기준 중위소득 기준표'에 따라 판정함 
※법인의 경우 소득기준은 대표자(가구)를 기준으로 함.","대한민국 국민이 아닌 자,「민법」상 미성년자, 피성년후견인 또는 피한정후견인은 신청불가하며 공동명의 또한 불허함
오염물 배출 및 소음발생 업종 등 입점부적합 업종은 입점할 수 없음",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177970,kstartup,177970,2026-08-20 18:24,2026-08-21 20:53,d453c98a-0abf-49e6-942e-c000fccd05dd,경기,시설ㆍ공간ㆍ보육,"일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",임대공급운영1팀,0312508269,,N
2026년 경기 스타트업 아카데미 민간협력 프로그램 「링크업」 운영 제안 모집공고,경기도·경기도경제과학진흥원,공공기관(public),교육·멘토링(education),2026-06-08 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),경기,,,10,,,,,,,,,단발(once),"경기도와 경기도경제과학진흥원은 기업, 전문기관 등이 보유한 분야별 전문역량을 도내 스타트업 및 예비창업자의 성장 수요와 연결(Link-up)하여 경기도형 민관협력 기반의 새로운 프로그램 운영 모델을 마련하고자, 협업 프로그램(기술교육, 창업교육, 세미나·워크숍, 멘토링·컨설팅, 네트워킹 등) 제안을 접수하고자 하오니 많은 관심과 참여를 바랍니다.","특강, 교육, 세미나, 워크숍, 네트워킹 등 스타트업 지원 관련 프로그램을 기획·운영할 수 있는 기업, 전문기관, 협회·단체 등",,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178017,kstartup,178017,2026-08-20 18:24,2026-08-21 20:53,4eb7599a-94c6-4ee1-bd87-4fdef4f15dfa,경기,멘토링ㆍ컨설팅ㆍ교육,"대학,연구기관,일반기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",스타트업지원팀,03180397107,,Y
[정부지원] 2026년 중소기업 AI 역량 강화 및 실무 자동화 교육생 모집 (인재키움 프리미엄),(주)메타코드에이치,민간(private),교육·멘토링(education),2026-06-08 00:00,2026-12-31 23:59,Y,개인사업자(individual) | 법인(corporate),,,,10,,,,,,20,,,단발(once),"메타코드에서는 AI 기술을 통해 도약을 도모하는 스타트업에게 중소기업인재키움프리미엄 훈련을 통해, 임직원들의 기술 역량을 향상 시킬 수 있는 기회를 마련했습니다. 스타트업 관계자 분들의 많은 관심과 참여를 바랍니다.",중소기업인재키움프리미엄 훈련에 관심 있는 스타트업 대표 및 관계자 누구나,,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178023,kstartup,178023,2026-08-20 18:24,2026-08-21 20:53,f918bd4e-bb5a-4031-85e2-272e3f4cfc6f,전국,멘토링ㆍ컨설팅ㆍ교육,"일반기업,1인 창조기업","1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",교육팀,025158809,,N
서울창업허브 스타트업플러스 플랫폼 온라인 투자밋업 참가안내,서울경제진흥원,공공기관(public),사업화자금(funding),2026-06-11 00:00,2026-12-31 23:59,Y,개인사업자(individual) | 법인(corporate),,,,10,,,,,,,,,단발(once),"서울창업허브에서는 온라인을 통해 스타트업과 투자자를 연결하고, 이를 통해 창업생태계를 활성화시키기 위해 노력하고 있습니다. 
투자유치에 관심있는 스타트업분들께서는 스타트업플러스 플랫폼 온라인 투자밋업 플랫폼을 적극 활용 부탁드립니다.",투자유치에 관심있는 스타트업 누구나 (업력/분야제한 無),,https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178113,kstartup,178113,2026-08-20 18:24,2026-08-21 20:53,f0873642-89cb-412d-937d-ccb5c17f0d8a,전국,사업화,"일반기업,1인 창조기업","1년미만,2년미만,3년미만,5년미만,7년미만,10년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",스케일업1팀,0221152012,,N
한국폴리텍Ⅱ대학 창업보육센터 입주기업 상시 모집,한국폴리텍Ⅱ대학 창업보육센터,공공기관(public),입주공간(space),2026-06-22 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),인천,,,3,,,,,,,,,단발(once),"한국폴리텍Ⅱ대학 창업보육센터는 예비창업자 및 창업초기 벤처기업에게 창업공간, 기술개발, 시제품제작, 경영지원 및 투자유치를 통한 창업 성공률을 제고하여 창업활성화와 일자리 창출을 통한 지역경제 발전에 기여할 역량이 있는 입주기업을 모집합니다.","예비창업자 또는 창업3년 미만의 개인, 법인","숙박 및 음식점업, 부동산업 및 임대업, 도매 및 소매업, 금융 및 보험업, 운수 및 창고업 등 창업보육이 필요하지 않읂 업종",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178214,kstartup,178214,2026-08-20 18:24,2026-08-21 20:53,ef87c8ba-f974-4975-abdf-d5b83f5fac81,인천,시설ㆍ공간ㆍ보육,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업보육센터,0325102142,,Y
(주)미래서비스 1인 창조기업 지원센터 입주기업 모집공고,(주)미래서비스 1인창조기업지원센터,민간(private),입주공간(space),2026-06-27 00:00,2026-12-31 23:59,Y,예비창업자(preliminary) | 개인사업자(individual) | 법인(corporate),인천,,,7,,,,,,20,,,단발(once),㈜미래서비스 1인 창조기업지원센터에서 참신한 아이디어를 실현할 수 있는 유망한 (예비)1인 창조기업의 발굴과 창업 성공과 안정화를 위해 “2026년 1인 창조기업 지원센터 입주기업 모집”을 다음과 같이 실시하오니 많은 관심과 지원 부탁드립니다.,"- 1인 또는 5인 미만의 공동 사업자로서 상시근로자 없이 사업을 운영하는 기업
- 입주 후 3개월 이내에 사업자 등록이 가능한 예비창업자","- 부동산업 등 1인창조기업 제외 업종을 영위하는 기업(하단 모집공고문 참고)
- 업력이 7년이 초과하는 기업",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=178289,kstartup,178289,2026-08-20 18:24,2026-08-21 20:53,2108d431-af0d-4728-b20c-d1436f599640,인천,시설ㆍ공간ㆍ보육,"일반기업,1인 창조기업","예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만","만 20세 이상 ~ 만 39세 이하,만 40세 이상",창업지원사업부,0322160091,,Y
